Date,532921.BO,500820.BO,532215.BO,500034.BO,532978.BO,500049.BO,532454.BO,543320.BO,532281.BO,500180.BO,500696.BO,532174.BO,500209.BO,500875.BO,500247.BO,500510.BO,500520.BO,532500.BO,532555.BO,532898.BO,500325.BO,500112.BO,524715.BO,532540.BO,500570.BO,500470.BO,532755.BO,500114.BO,500251.BO,532538.BO
2016-01-04,243.08102416992188,,,58.59206008911133,195.157958984375,,,,,,715.8740234375,,402.5455322265625,,,715.9949340820312,557.921142578125,,,,215.6783447265625,199.42849731445312,,,,8.856343269348145,,,,2649.212646484375
2016-01-05,241.5245819091797,,,58.07373809814453,193.53285217285156,,,,,,708.06494140625,,400.3849182128906,,,717.1356201171875,559.6475830078125,,,,217.7801055908203,196.99148559570312,,,,9.445615768432617,,,,2629.00830078125
2016-01-06,237.23269653320312,,,59.36203384399414,193.2396240234375,,,,,,702.7200317382812,,398.3919677734375,,,707.0403442382812,548.7286376953125,,,,223.5978240966797,195.86322021484375,,,,9.25263786315918,,,,2626.75244140625
2016-01-07,230.67698669433594,,,59.16844940185547,192.0816650390625,,,,,,684.5965576171875,,391.6120910644531,,,688.0191040039062,535.2311401367188,,,,219.17762756347656,189.13888549804688,,,,8.618565559387207,,,,2559.275390625
2016-01-08,227.84716796875,,,61.119781494140625,198.46286010742188,,,,,,677.9985961914062,,395.8587646484375,,,672.9330444335938,536.621337890625,,,,221.8860626220703,188.5973358154297,,,,8.742624282836914,,,,2594.454345703125
2016-01-11,220.72544860839844,,,61.00508117675781,193.17999267578125,,,,,,678.5415649414062,,393.7913818359375,,,670.0528564453125,521.7787475585938,,,,227.8446502685547,184.4002685546875,,,,8.684041023254395,,,,2617.3935546875
2016-01-12,222.80064392089844,,,59.937950134277344,193.99505615234375,,,,,,684.4296264648438,,391.1651611328125,,,672.7906494140625,530.0968017578125,,,,226.44708251953125,180.3837127685547,,,,8.489338874816895,,,,2563.40283203125
2016-01-13,216.9051971435547,,,58.883399963378906,197.44407653808594,,,,,,694.075927734375,,403.19744873046875,,,660.3567504882812,540.5224609375,,,,233.4348907470703,181.37657165527344,,,,8.511736869812012,,,,2576.744873046875
2016-01-14,214.54701232910156,,,58.769187927246094,194.44729614257812,,,,,,690.2340698242188,,420.4637756347656,,,647.2955932617188,532.6976928710938,,,,229.93556213378906,176.72821044921875,,,,8.225715637207031,,,,2521.553466796875
2016-01-15,205.77459716796875,,,57.809974670410156,189.47750854492188,,,,,,671.6096801757812,,424.7477111816406,,,630.8410034179688,527.585693359375,,,,232.5248260498047,166.7545166015625,,,,7.922464370727539,,,,2511.955078125
2016-01-19,219.21621704101562,,,54.63374328613281,184.0703887939453,,,,,,677.6228637695312,,424.3380432128906,,,640.3375244140625,516.4873657226562,,,,226.12210083007812,165.2652587890625,,,,8.199870109558105,,,,2538.302978515625
2016-01-20,207.09518432617188,,,54.598899841308594,183.8169708251953,,,,,,665.2203979492188,,417.8376159667969,,,634.8619995117188,515.9044799804688,,,,217.61758422851562,156.7808380126953,,,,7.984492778778076,,,,2519.77734375
2016-01-21,208.55726623535156,,,55.48019027709961,184.27415466308594,,,,,,648.80908203125,,423.3694763183594,,,628.7022094726562,511.33056640625,,,,213.40325927734375,158.721435546875,,,,8.082704544067383,,,,2588.79052734375
